Study_ID,Author_year,Publication_year,Country_firstAuthor,Effect_ID,Species_common,Species_Scientific,Invertebrate_vertebrate,Fish_mollusc,Moisture_loss_in_percent,PFAS_type,PFAS_carbon_chain,linear_total,Choice_of_9,Cooking_method,Cooking_Category,Comments_cooking,Temperature_in_Celsius,Length_cooking_time_in_s,Water,Oil,Oil_type,Volume_liquid_ml,Volume_liquid_ml_0,Ratio_liquid_fish,Weigh_g_sample,Cohort_ID,Cohort_comment,Cohort_comment_2,Nc,Pooled_Nc,Unit_PFAS_conc,Mc,Mc_comment,Sc,sd,Sc_technical_biological,Ne,Pooled_Ne,Me,Me_comment,Se,Se_technical_biological,If_technical_how_many,Unit_LOD_LOQ,LOD,LOQ,Design,DataSource,Raw_data_provided,General_comments,checked
F003,Bhavsar_2014,2014,Canada,E057,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFDA,10,,Yes,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.518,NA,0.107,sd,biological,5,5,0.548,NA,0.121,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E058,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFUnDA,11,,Yes,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.712,NA,0.158,sd,biological,5,5,0.848,NA,0.155,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E059,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFDoDA,12,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.989,NA,0.317,sd,biological,5,5,1.108,NA,0.404,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E060,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFTrA,13,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.779,NA,0.44,sd,biological,5,5,0.828,NA,0.418,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E061,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFTA,14,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.951,NA,0.647,sd,biological,5,5,1.115,NA,0.769,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E062,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFHxS,6,,Yes,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.292,NA,0.319,sd,biological,5,5,0.291,NA,0.346,biological,NA,ng/g,Probably <0.006,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E063,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFOS,8,,Yes,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,27.17,NA,7.768,sd,biological,5,5,28.37,NA,11.99,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E064,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,PFDS,10,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.911,NA,0.532,sd,biological,5,5,1.045,NA,0.623,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E065,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,6:6PFPIA,12,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.098,NA,0.06,sd,biological,5,5,0.117,NA,0.073,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E066,Common carp,Cyprinus carpio,vertebrate,freshwater fish,19.68,6:8PFPIA,14,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.341,0.341,0.003464743,98.42,C010,Shared control,NA,5,5,ng/g,0.167,NA,0.077,sd,biological,5,5,0.19,NA,0.08,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E067,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFNA,9,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.092,NA,0.03,sd,biological,5,5,0.101,NA,0.035,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E068,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFDA,10,,Yes,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.518,NA,0.107,sd,biological,5,5,0.569,NA,0.108,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E069,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFUnDA,11,,Yes,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.712,NA,0.158,sd,biological,5,5,0.83,NA,0.13,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E070,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFDoDA,12,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.989,NA,0.317,sd,biological,5,5,1.044,NA,0.356,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E071,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFTrA,13,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.779,NA,0.44,sd,biological,5,5,0.746,NA,0.283,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E072,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFTA,14,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.951,NA,0.647,sd,biological,5,5,1.067,NA,0.754,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E073,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFHxS,6,,Yes,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.292,NA,0.319,sd,biological,5,5,0.359,NA,0.428,biological,NA,ng/g,Probably <0.006,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E074,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFOS,8,,Yes,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,27.17,NA,7.768,sd,biological,5,5,28.11,NA,10.93,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E075,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,PFDS,10,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.911,NA,0.532,sd,biological,5,5,1.09,NA,0.618,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E076,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,6:6PFPIA,12,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.098,NA,0.06,sd,biological,5,5,0.106,NA,0.065,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E077,Common carp,Cyprinus carpio,vertebrate,freshwater fish,14.91,6:8PFPIA,14,,No,Frying,oil-based,NA,175,600,No,Yes,canola oil,11,11,0.10993404,100.06,C011,Shared control,NA,5,5,ng/g,0.167,NA,0.077,sd,biological,5,5,0.188,NA,0.075,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E078,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFNA,9,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.298,NA,0.143,sd,biological,4,4,0.37,NA,0.189,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E079,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFDA,10,,Yes,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.423,NA,0.186,sd,biological,4,4,0.51,NA,0.232,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E080,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFUnDA,11,,Yes,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.56,NA,0.251,sd,biological,4,4,0.685,NA,0.293,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E081,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFDoDA,12,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.198,NA,0.095,sd,biological,4,4,0.221,NA,0.114,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E082,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFTrA,13,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.461,NA,0.217,sd,biological,4,4,0.484,NA,0.264,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E083,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFTA,14,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.128,NA,0.051,sd,biological,4,4,0.137,NA,0.051,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E084,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFHxS,6,,Yes,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.258,NA,0.055,sd,biological,4,4,0.248,NA,0.061,biological,NA,ng/g,Probably <0.006,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E085,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFOS,8,,Yes,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,18.18,NA,6.686,sd,biological,4,4,20.51,NA,6.752,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E086,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,PFDS,10,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.456,NA,0.177,sd,biological,4,4,0.474,NA,0.196,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E087,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,6:6PFPIA,12,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.002,NA,0.001,sd,biological,4,4,0.002,NA,0.002,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E088,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,10.13,6:8PFPIA,14,,No,Baking,oil-based,NA,200,900,No,Yes,canola oil,11,11,0.051767142,212.49,C012,Shared control,NA,4,4,ng/g,0.017,NA,0.009,sd,biological,4,4,0.018,NA,0.009,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E089,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,15.23,PFNA,9,,No,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.528,0.528,0.00265861,198.6,C013,Shared control,NA,4,4,ng/g,0.298,NA,0.143,sd,biological,4,4,0.358,NA,0.17,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E090,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,15.23,PFDA,10,,Yes,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.528,0.528,0.00265861,198.6,C013,Shared control,NA,4,4,ng/g,0.423,NA,0.186,sd,biological,4,4,0.528,NA,0.233,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
F003,Bhavsar_2014,2014,Canada,E091,Lake trout,Salvelinus namaycush,vertebrate,freshwater fish,15.23,PFUnDA,11,,Yes,Broiling,oil-based,NA,300,600,No,Yes,canola oil,0.528,0.528,0.00265861,198.6,C013,Shared control,NA,4,4,ng/g,0.56,NA,0.251,sd,biological,4,4,0.725,NA,0.345,biological,NA,ng/g,Not provided,Not provided,Dependent,Table S3,No,"We assumed that all specimens of one species were analysed separately and that NO pooling occured. However, we can not be fully sure. We also assumed that the provided sd was biological. ",
